Date,EWA,EWC
6/1/14,24.34,28.75
7/1/14,24.3,28.64
8/1/14,24.15,28.62
9/1/14,24.11,28.54
10/1/14,24.35,28.67
13/1/14,24.23,28.64
14/1/14,23.91,28.45
15/1/14,23.9,28.58
16/1/14,23.85,28.74
17/1/14,23.71,28.73
21/1/14,23.87,28.89
22/1/14,23.89,28.7
23/1/14,23.42,28.6
24/1/14,22.91,28.15
27/1/14,23.01,27.74
28/1/14,23.18,27.9
29/1/14,22.94,27.74
30/1/14,23.29,27.95
31/1/14,23.04,27.93
3/2/14,22.69,27.57
4/2/14,23.24,27.65
5/2/14,23.06,27.76
6/2/14,23.64,28.14
7/2/14,23.81,28.35
10/2/14,23.8,28.35
11/2/14,24.36,28.61
12/2/14,24.53,28.73
13/2/14,24.47,28.94
14/2/14,24.87,29.06
18/2/14,24.98,29.16
19/2/14,24.87,28.94
20/2/14,25.13,29.06
21/2/14,25.01,28.99
24/2/14,25.31,29.14
25/2/14,25.09,29.11
26/2/14,25.03,28.98
27/2/14,25.04,29.02
28/2/14,24.95,29.18
3/3/14,24.76,29.11
4/3/14,25.12,29.23
5/3/14,25.21,29.39
6/3/14,25.52,29.49
7/3/14,25.49,29.28
10/3/14,25.17,29.27
11/3/14,24.92,29.2
12/3/14,24.92,29.34
13/3/14,24.91,29.28
14/3/14,24.71,29.13
17/3/14,25.06,29.25
18/3/14,25.24,29.33
19/3/14,24.84,28.99
20/3/14,24.79,29.03
21/3/14,24.86,29.09
24/3/14,25.03,29.03
25/3/14,25.34,29.17
26/3/14,25.46,29.13
27/3/14,25.56,29.23
28/3/14,25.68,29.36
31/3/14,25.87,29.55
1/4/14,25.9,29.7
2/4/14,25.93,29.84
3/4/14,25.81,29.68
4/4/14,25.89,29.84
7/4/14,25.9,29.56
8/4/14,26.36,29.93
9/4/14,26.8,30.2
10/4/14,26.4,29.75
11/4/14,26.29,29.5
14/4/14,26.24,29.65
15/4/14,26.06,29.66
16/4/14,26.37,29.83
17/4/14,26.45,29.94
21/4/14,26.44,29.93
22/4/14,26.7,30.02
23/4/14,26.59,29.98
24/4/14,26.54,30
25/4/14,26.47,29.96
28/4/14,26.67,30
29/4/14,26.48,30.38
30/4/14,26.45,30.54
1/5/14,26.21,30.49
2/5/14,26.27,30.63
5/5/14,26.31,30.55
6/5/14,26.43,30.57
7/5/14,26.41,30.62
8/5/14,26.58,30.6
9/5/14,26.54,30.39
12/5/14,26.62,30.64
13/5/14,26.64,30.66
14/5/14,26.72,30.71
15/5/14,26.67,30.55
16/5/14,26.73,30.46
19/5/14,26.38,30.52
20/5/14,25.97,30.34
21/5/14,26.19,30.6
22/5/14,26.35,30.75
23/5/14,26.45,30.86
27/5/14,26.6,30.74
28/5/14,26.5,30.62
29/5/14,26.74,30.65
30/5/14,26.56,30.7
2/6/14,26.54,30.67
3/6/14,26.39,30.75
4/6/14,26.25,30.77
5/6/14,26.46,30.8
6/6/14,26.56,30.9
9/6/14,26.73,31.05
10/6/14,26.73,31.11
11/6/14,26.57,31.23
12/6/14,26.46,31.3
13/6/14,26.46,31.52
16/6/14,26.45,31.65
17/6/14,26.19,31.57
18/6/14,26.4,31.72
19/6/14,26.68,31.84
20/6/14,26.59,32.04
23/6/14,26.73,32.12
24/6/14,26.36,31.79
25/6/14,26.07,31.63
26/6/14,26.43,31.86
27/6/14,26.43,32.12
30/6/14,26.13,32.21
1/7/14,26.25,32.37
2/7/14,26.5,32.39
3/7/14,26.54,32.54
7/7/14,26.54,32.28
8/7/14,26.44,32.28
9/7/14,26.42,32.47
10/7/14,26.27,32.29
11/7/14,26.55,32.07
14/7/14,26.67,32.22
15/7/14,26.54,32
16/7/14,26.62,32.29
17/7/14,26.43,32.21
18/7/14,26.73,32.45
21/7/14,26.62,32.42
22/7/14,26.81,32.58
23/7/14,27.1,32.74
24/7/14,27.02,32.72
25/7/14,26.85,32.65
28/7/14,26.95,32.68
29/7/14,26.91,32.51
30/7/14,26.93,32.61
31/7/14,26.59,32.16
1/8/14,26.42,31.85
4/8/14,26.53,32.04
5/8/14,26.24,31.65
6/8/14,26.38,31.82
7/8/14,26.08,31.6
8/8/14,26.02,31.61
11/8/14,26.02,31.91
12/8/14,26.24,31.92
13/8/14,26.42,31.92
14/8/14,26.63,32.03
15/8/14,26.67,32.12
18/8/14,26.85,32.2
19/8/14,26.88,32.34
20/8/14,27.07,32.42
21/8/14,27.05,32.5
22/8/14,26.94,32.44
25/8/14,26.99,32.47
26/8/14,27.02,32.61
27/8/14,27.12,32.85
28/8/14,27.14,32.83
29/8/14,27.16,32.86
2/9/14,27.16,32.73
3/9/14,27.34,32.95
4/9/14,27.25,32.8
5/9/14,27.2,32.84
8/9/14,26.81,32.42
9/9/14,26.65,32.49
10/9/14,26.62,32.44
11/9/14,26.19,32.3
12/9/14,25.91,32.18
15/9/14,25.66,32.21
16/9/14,25.85,32.52
17/9/14,25.17,32.32
18/9/14,25.35,32.47
19/9/14,25.1,32.08
22/9/14,24.7,31.61
23/9/14,24.72,31.46
24/9/14,24.95,31.43
25/9/14,24.28,30.79
26/9/14,24.2,30.99
29/9/14,23.8,30.86
30/9/14,23.94,30.69
1/10/14,23.98,30.45
2/10/14,24.08,30.38
3/10/14,24.02,30.27
6/10/14,24.14,30.47
7/10/14,23.84,29.99
8/10/14,24.31,30.35
9/10/14,23.87,29.72
10/10/14,23.18,29.16
13/10/14,23.35,28.84
14/10/14,23.51,28.55
15/10/14,23.85,28.3
16/10/14,23.97,28.73
17/10/14,24.3,29.03
20/10/14,24.45,29.19
21/10/14,24.61,29.8
22/10/14,24.52,29.23
23/10/14,24.65,29.64
24/10/14,24.9,29.82
27/10/14,24.93,29.63
28/10/14,25.36,30.12
29/10/14,24.92,29.88
30/10/14,25.3,29.76
31/10/14,25.43,29.92
3/11/14,24.93,29.46
4/11/14,25.07,29.04
5/11/14,24.79,29.43
6/11/14,24.69,29.34
7/11/14,24.98,29.85
10/11/14,24.98,29.8
11/11/14,25.06,30.01
12/11/14,24.94,30.25
13/11/14,24.78,30
14/11/14,24.98,30.32
17/11/14,24.7,30.33
18/11/14,24.72,30.52
19/11/14,24.09,30.44
20/11/14,23.99,30.73
21/11/14,24.25,31.03
24/11/14,24.09,30.7
25/11/14,23.89,30.91
26/11/14,24.15,30.94
28/11/14,23.63,29.94
1/12/14,23.28,29.845
2/12/14,23.38,29.71
3/12/14,23.475,30.03
4/12/14,23.54,29.46
5/12/14,23.33,29.28
8/12/14,23.18,28.5
9/12/14,22.92,28.66
10/12/14,22.6,27.9
11/12/14,22.57,27.86
12/12/14,22.23,27.4
15/12/14,22,27.16
16/12/14,22.09,27.55
17/12/14,21.46,27.86
18/12/14,21.86,28.24
19/12/14,22.14,28.56
22/12/14,22.36,28.35
23/12/14,22.12,28.71
24/12/14,22.13,28.76
26/12/14,22.19,28.88
29/12/14,22.53,28.86
30/12/14,22.4,28.86
31/12/14,22.17,28.86
2/1/15,22.1,28.69
5/1/15,21.89,27.92
6/1/15,21.8,27.51
7/1/15,22,27.54
8/1/15,22.29,27.88
9/1/15,22.5,27.64
12/1/15,22.24,27.2
13/1/15,22.24,27.08
14/1/15,21.94,26.91
15/1/15,22.07,26.76
16/1/15,22.32,27.26
20/1/15,22.03,26.94
21/1/15,22.23,27.02
22/1/15,22.22,27.25
23/1/15,22,27.26
26/1/15,22.08,27.19
27/1/15,22.12,27.39
28/1/15,22,26.7
29/1/15,22.05,26.58
30/1/15,21.92,26.44
2/2/15,22.37,27.14
3/2/15,22.85,27.87
4/2/15,22.73,27.35
5/2/15,23.14,27.89
6/2/15,22.99,27.61
9/2/15,22.96,27.8
10/2/15,22.95,27.6
11/2/15,22.61,27.52
12/2/15,22.75,27.98
13/2/15,23.23,28.08
17/2/15,23.38,28.37
18/2/15,23.49,28.06
19/2/15,23.39,27.83
20/2/15,23.52,27.71
23/2/15,23.46,27.71
24/2/15,23.68,27.87
25/2/15,23.84,28.15
26/2/15,23.52,27.96
27/2/15,23.68,28.02
2/3/15,23.7,28.03
3/3/15,23.71,27.87
4/3/15,23.58,27.89
5/3/15,23.46,27.75
6/3/15,23.05,27.27
9/3/15,23.05,27.16
10/3/15,22.52,26.59
11/3/15,22.46,26.6
12/3/15,23.11,26.79
13/3/15,22.66,26.56
16/3/15,22.86,26.9
17/3/15,22.79,26.93
18/3/15,23.47,27.51
19/3/15,23.24,26.85
20/3/15,23.93,27.45
23/3/15,24.1,27.59
24/3/15,24.11,27.81
25/3/15,23.84,27.53
26/3/15,23.61,27.47
27/3/15,23.38,27.07
30/3/15,23.13,27.09
31/3/15,22.86,27.18
1/4/15,22.9,27.3
2/4/15,22.98,27.63
6/4/15,23.19,27.9
7/4/15,23.31,28
8/4/15,23.56,28
9/4/15,23.5,28.12
10/4/15,23.55,28.25
13/4/15,23.15,28.21
14/4/15,23.28,28.47
15/4/15,23.35,29.03
16/4/15,23.72,29.16
17/4/15,23.28,29.01
20/4/15,23.24,29.12
21/4/15,23.17,28.88
22/4/15,23.23,28.94
23/4/15,23.4,29.32
24/4/15,23.93,29.28
27/4/15,24.05,29.29
28/4/15,24.39,29.5
29/4/15,23.81,29.54
30/4/15,23.32,29.12
1/5/15,23.45,29.14
4/5/15,23.41,29.33
5/5/15,23.38,29
6/5/15,22.98,28.78
7/5/15,22.69,28.67
8/5/15,22.94,28.93
11/5/15,22.52,28.86
12/5/15,23.06,28.84
13/5/15,23.54,28.81
14/5/15,23.71,28.85
15/5/15,23.7,28.93
18/5/15,23.23,28.71
19/5/15,22.79,28.48
20/5/15,22.69,28.46
21/5/15,22.93,28.69
22/5/15,22.73,28.48
26/5/15,22.76,27.9
27/5/15,22.77,27.94
28/5/15,22.46,27.99
29/5/15,22.54,27.78
1/6/15,22.37,27.69
2/6/15,22.46,27.98
3/6/15,22.29,28.01
4/6/15,21.61,27.65
5/6/15,21.49,27.7
8/6/15,21.58,27.35
9/6/15,21.49,27.62
10/6/15,21.97,27.93
11/6/15,22.12,27.87
12/6/15,21.91,27.56
15/6/15,22.02,27.59
16/6/15,22.18,27.62
17/6/15,22.23,27.73
18/6/15,22.31,27.81
19/6/15,22.34,27.47
22/6/15,22.38,27.67
23/6/15,22.6,27.85
24/6/15,22.5,27.78
25/6/15,21.85,27.6
26/6/15,21.44,27.53
29/6/15,20.9,26.75
30/6/15,21.03,26.67
1/7/15,21.26,26.56
2/7/15,21.39,26.7
6/7/15,20.79,26.41
7/7/15,20.84,26.35
8/7/15,20.25,25.9
9/7/15,20.44,25.77
10/7/15,20.7,26.04
13/7/15,20.71,26.16
14/7/15,20.95,26.26
15/7/15,20.9,26.04
16/7/15,21.15,26.07
17/7/15,21.04,25.9
20/7/15,21.18,25.54
21/7/15,21.23,25.5
22/7/15,20.81,25.26
23/7/15,20.56,25.13
24/7/15,20.22,25.03
27/7/15,20.27,24.75
28/7/15,20.73,25.13
29/7/15,20.79,25.5
30/7/15,20.85,25.53
31/7/15,20.92,25.55
3/8/15,20.74,25.24
4/8/15,21.09,25.4
5/8/15,21.04,25.41
6/8/15,20.52,25.39
7/8/15,20.34,25.16
10/8/15,20.65,25.68
11/8/15,19.94,25.36
12/8/15,19.95,25.47
13/8/15,19.89,25.15
14/8/15,19.86,25.16
17/8/15,19.93,25.12
18/8/15,19.7,25.04
19/8/15,19.85,24.66
20/8/15,19.28,24.15
21/8/15,18.82,23.51
24/8/15,17.34,22.65
25/8/15,18.37,22.72
26/8/15,18.88,23.2
27/8/15,19.25,24.04
28/8/15,19.15,24.2
31/8/15,18.65,24.27
1/9/15,17.79,23.5
2/9/15,18.19,23.55
3/9/15,17.94,23.74
4/9/15,17.54,23.37
8/9/15,18.34,23.77
9/9/15,18.28,23.56
10/9/15,18.36,23.67
11/9/15,18.33,23.44
14/9/15,18.44,23.25
15/9/15,18.42,23.44
16/9/15,18.9,24.16
17/9/15,18.71,24.15
18/9/15,18.61,23.84
21/9/15,18.45,23.96
22/9/15,18.2,23.37
23/9/15,17.83,23.05
24/9/15,18.1,23.04
25/9/15,17.99,23.08
28/9/15,17.71,22.32
29/9/15,17.49,22.33
30/9/15,17.92,23
1/10/15,18.07,23
2/10/15,18.25,23.35
5/10/15,18.77,23.84
6/10/15,18.88,24.12
7/10/15,19.18,24.49
8/10/15,19.46,24.78
9/10/15,19.64,24.92
12/10/15,19.57,24.7
13/10/15,19.15,24.49
14/10/15,19.26,24.78
15/10/15,19.62,24.83
16/10/15,19.57,24.75
19/10/15,19.4,24.37
20/10/15,19.28,24.6
21/10/15,19.14,24.03
22/10/15,19.53,24.43
23/10/15,19.79,24.43
26/10/15,19.73,24.16
27/10/15,19.55,23.87
28/10/15,19.39,24.29
29/10/15,18.83,24.21
30/10/15,18.92,23.8
2/11/15,18.87,23.97
3/11/15,19.21,24.28
4/11/15,18.99,23.98
5/11/15,18.81,23.75
6/11/15,18.64,23.52
9/11/15,18.16,23.41
10/11/15,18.14,23.32
11/11/15,18.34,23.21
12/11/15,18.35,22.78
13/11/15,18.11,22.58
16/11/15,18.2608,23.03
17/11/15,18.46,23.01
18/11/15,18.73,23.23
19/11/15,19.2,23.41
20/11/15,19.35,23.24
23/11/15,19.23,23.07
24/11/15,19.35,23.27
25/11/15,19.16,23.24
27/11/15,19.02,23.11
30/11/15,19.09,23.27
1/12/15,19.63,23.6
2/12/15,19.43,23.28
3/12/15,19.3,23.06
4/12/15,19.39,23.1
7/12/15,19.01,22.31
8/12/15,18.63,21.97
9/12/15,18.6,22.08
10/12/15,18.61,22.08
11/12/15,18.09,21.57
14/12/15,18.1,21.43
15/12/15,18.13,21.83
16/12/15,18.65,22.13
17/12/15,18.31,21.63
18/12/15,18.53,21.63
21/12/15,18.24,21.33
22/12/15,18.38,21.45
23/12/15,18.72,21.92
24/12/15,18.73,21.98
28/12/15,18.69,21.65
29/12/15,19.2,21.9
30/12/15,19.16,21.66
31/12/15,18.96,21.5
4/1/16,18.7,21.19
5/1/16,18.42,21.09
6/1/16,17.89,20.63
7/1/16,17.13,20.14
8/1/16,16.88,20.05
11/1/16,17.02,19.78
12/1/16,17.12,19.82
13/1/16,16.82,19.38
14/1/16,17.17,19.63
15/1/16,16.25,18.97
19/1/16,16.64,18.89
20/1/16,16.58,18.65
21/1/16,16.9,19.25
22/1/16,17.21,20.01
25/1/16,16.94,19.48
26/1/16,17.28,20.03
27/1/16,17.09,20.06
28/1/16,17.3992,20.54
29/1/16,17.64,20.91
1/2/16,17.67,20.81
2/2/16,17.11,20.3
3/2/16,17.35,20.9
4/2/16,17.65,21.26
5/2/16,17.19,20.98
8/2/16,17.17,20.58
9/2/16,16.84,20.2
10/2/16,16.78,19.99
11/2/16,16.72,19.8
12/2/16,16.94,20.41
16/2/16,17.32,20.72
17/2/16,17.6,21.55
18/2/16,17.66,21.54
19/2/16,17.62,21.3
22/2/16,18.11,21.45
23/2/16,17.77,21.18
24/2/16,17.58,21.23
25/2/16,17.6,21.49
26/2/16,17.3,21.63
29/2/16,17.28,21.63
1/3/16,17.84,22.11
2/3/16,18.36,22.15
3/3/16,18.72,22.39
4/3/16,19.05,22.62
7/3/16,19.32,23.04
8/3/16,18.96,22.68
9/3/16,19.41,23.1
10/3/16,19.27,22.92
11/3/16,19.77,23.39
14/3/16,19.51,23.27
15/3/16,19.07,22.99
16/3/16,19.51,23.49
17/3/16,19.94,23.95
18/3/16,19.83,23.71
21/3/16,19.72,23.71
22/3/16,19.69,23.7
23/3/16,19.27,23.2
24/3/16,19.23,23.09
28/3/16,19.29,23.23
29/3/16,19.24,23.47
30/3/16,19.33,23.8
31/3/16,19.32,23.71
1/4/16,19.2,23.61
4/4/16,18.96,23.32
5/4/16,18.4,23.08
6/4/16,18.8,23.28
7/4/16,18.41,23.02
8/4/16,18.5992,23.5
11/4/16,18.61,23.72
12/4/16,19.19,24.28
13/4/16,19.49,24.38
14/4/16,19.69,24.32
15/4/16,19.88,24.24
18/4/16,20.13,24.45
19/4/16,20.44,24.98
20/4/16,20.46,25.12
21/4/16,20.33,24.93
22/4/16,20.26,25.06
25/4/16,20.15,24.89
26/4/16,20.3,25.06
27/4/16,19.81,25.18
28/4/16,19.87,25.26
29/4/16,19.93,25.4
2/5/16,20.08,25.25
3/5/16,19.83,24.63
4/5/16,19.52,24.16
5/5/16,19.51,24.15
6/5/16,19.47,24.18
9/5/16,19.37,23.8
10/5/16,19.8,24.24
11/5/16,19.73,24.34
12/5/16,19.68,24.41
13/5/16,19.4,24.14
16/5/16,19.71,24.5
17/5/16,19.68,24.55
18/5/16,19.43,24.2
19/5/16,19.37,24.02
20/5/16,19.45,24.16
23/5/16,19.32,24.12
24/5/16,19.37,24.16
25/5/16,19.49,24.61
26/5/16,19.56,24.7285
27/5/16,19.58,24.73
31/5/16,19.45,24.48
1/6/16,19.42,24.54
2/6/16,19.27,24.61
3/6/16,19.64,25.05
6/6/16,19.86,25.39
7/6/16,20.06,25.65
8/6/16,20.19,25.67
9/6/16,19.93,25.48
10/6/16,19.43,25.05
13/6/16,19.25,24.9
14/6/16,19.08,24.58
15/6/16,19.09,24.5
16/6/16,18.95,24.38
17/6/16,19.11,24.58
20/6/16,19.59,24.92
21/6/16,19.73,24.94
22/6/16,19.46,24.65
23/6/16,20,25.05
24/6/16,18.92,24.14
27/6/16,18.36,23.62
28/6/16,18.88,23.98
29/6/16,19.12,24.37
30/6/16,19.45,24.51
1/7/16,19.54,24.83
5/7/16,19.15,24.58
6/7/16,19.38,24.73
7/7/16,19.24,24.49
8/7/16,19.71,24.64
11/7/16,19.91,24.66
12/7/16,20.27,25.07
13/7/16,20.24,25.15
14/7/16,20.45,25.41
15/7/16,20.38,25.28
18/7/16,20.48,25.38
19/7/16,20.21,25.2
20/7/16,20.32,25.2
21/7/16,20.34,25.14
22/7/16,20.32,25.11
25/7/16,20.38,24.79
26/7/16,20.55,24.96
27/7/16,20.54,24.95
28/7/16,20.61,24.98
29/7/16,20.89,25.24
1/8/16,20.66,24.93
2/8/16,20.64,24.9
3/8/16,20.56,25.1
4/8/16,20.66,25.13
5/8/16,20.81,25.11
8/8/16,20.92,25.33
9/8/16,21.03,25.48
10/8/16,21.04,25.53
11/8/16,21.1,25.82
12/8/16,20.86,25.73
15/8/16,21,25.86
16/8/16,20.99,25.89
17/8/16,20.99,25.86
18/8/16,21,26.04
19/8/16,20.81,25.87
22/8/16,20.83,25.79
23/8/16,20.96,25.94
24/8/16,20.96,25.73
25/8/16,20.95,25.69
26/8/16,20.67,25.6
29/8/16,20.65,25.65
30/8/16,20.47,25.53
31/8/16,20.22,25.31
1/9/16,20.33,25.49
2/9/16,20.34,25.86
6/9/16,20.7,26.17
7/9/16,20.65,26.07
8/9/16,20.42,26.02
9/9/16,19.77,25.35
12/9/16,19.96,25.44
13/9/16,19.28,24.77
14/9/16,19.44,24.75
15/9/16,19.81,25.09
16/9/16,19.79,24.91
19/9/16,19.87,25
20/9/16,19.99,25.02
21/9/16,20.44,25.54
22/9/16,20.57,25.77
23/9/16,20.54,25.43
26/9/16,20.52,25.2
27/9/16,20.74,25.18
28/9/16,20.98,25.68
29/9/16,20.74,25.61
30/9/16,20.9,25.69
3/10/16,20.94,25.64
4/10/16,20.78,25.23
5/10/16,20.9,25.45
6/10/16,20.91,25.35
7/10/16,20.83,25.14
10/10/16,20.99,25.41
11/10/16,20.59,25.22
12/10/16,20.73,25.27
13/10/16,20.67,25.38
14/10/16,20.7,25.42
17/10/16,20.64,25.49
18/10/16,20.9,25.74
19/10/16,21.06,25.92
20/10/16,20.85,25.74
21/10/16,20.73,25.7
24/10/16,20.69,25.58
25/10/16,20.86,25.56
26/10/16,20.61,25.47
27/10/16,20.26,25.51
28/10/16,20.16,25.45
31/10/16,20.28,25.35
1/11/16,20.2,25.38
2/11/16,19.99,25.1
3/11/16,20.06,25.07
4/11/16,19.9,24.93
7/11/16,20.48,25.25
8/11/16,20.68,25.41
9/11/16,20.53,25.45
10/11/16,20.49,25.3
11/11/16,20.43,24.85
14/11/16,20.48,24.89
15/11/16,20.56,25.37
16/11/16,20.16,25.32
17/11/16,20.2,25.42
18/11/16,20.03,25.46
21/11/16,20.2,25.98
22/11/16,20.42,25.98
23/11/16,20.61,25.93
25/11/16,20.83,25.88
28/11/16,20.75,25.9
29/11/16,20.78,25.85
30/11/16,20.44,26.01
1/12/16,20.66,26.11
2/12/16,20.69,26.23
5/12/16,20.73,26.32
6/12/16,20.75,26.36
7/12/16,21.04,26.65
8/12/16,21.1,26.86
9/12/16,21.15,26.94
12/12/16,21.2,27
13/12/16,21.32,27.17
14/12/16,20.92,26.58
15/12/16,20.78,26.53
16/12/16,20.57,26.59
19/12/16,20.53,26.44
20/12/16,20.73,26.58
21/12/16,20.18,26.3
22/12/16,20.2,26.21
23/12/16,20.05,26.07
27/12/16,20.14,26.07
28/12/16,20.22,26.02
29/12/16,20.38,26.17
30/12/16,20.23,26.15
3/1/17,20.59,26.3
4/1/17,20.85,26.74
5/1/17,21.05,26.94
6/1/17,20.94,26.89
9/1/17,21.17,26.7
10/1/17,21.21,26.74
11/1/17,21.43,26.99
12/1/17,21.52,27
13/1/17,21.43,27.13
17/1/17,21.38,27.16
18/1/17,21.2,26.71
19/1/17,21.29,26.62
20/1/17,21.29,26.83
23/1/17,21.23,26.82
24/1/17,21.39,27.3
25/1/17,21.46,27.54
26/1/17,21.34,27.47
27/1/17,21.4,27.26
30/1/17,21.23,27.01
31/1/17,21.24,27.18
1/2/17,21.35,27.1
2/2/17,21.57,27.17
3/2/17,21.59,27.27
6/2/17,21.39,27.08
7/2/17,21.34,27
8/2/17,21.45,27.1
9/2/17,21.56,27.29
10/2/17,21.85,27.59
13/2/17,21.96,27.68
14/2/17,21.98,27.77
15/2/17,22.28,27.83
16/2/17,22.28,27.84
17/2/17,22.24,27.78
21/2/17,22.33,27.83
22/2/17,22.37,27.68
23/2/17,22.37,27.6
24/2/17,22.08,27.22
27/2/17,22.06,27.17
28/2/17,21.95,26.69
1/3/17,22.2,26.88
2/3/17,21.95,26.68
3/3/17,21.98,26.84
6/3/17,21.92,26.88
7/3/17,22.01,26.83
8/3/17,21.86,26.5
9/3/17,21.86,26.5
10/3/17,22.05,26.53
13/3/17,22.12,26.66
14/3/17,21.97,26.32
15/3/17,22.65,26.85
16/3/17,22.45,26.87
17/3/17,22.49,26.71
20/3/17,22.5421,26.6008
21/3/17,22.22,26.31
22/3/17,22.1,26.47
23/3/17,22.02,26.57
24/3/17,22.17,26.53
27/3/17,22.17,26.62
28/3/17,22.49,26.83
29/3/17,22.75,27.04
30/3/17,22.78,26.88
31/3/17,22.61,26.88
3/4/17,22.54,26.78
4/4/17,22.48,26.88
5/4/17,22.45,26.77
6/4/17,22.42,26.91
7/4/17,22.31,26.87
10/4/17,22.39,27.1
11/4/17,22.55,27.07
12/4/17,22.49,27.05
13/4/17,22.43,26.69
17/4/17,22.56,27.03
18/4/17,22.26,26.8
19/4/17,22.04,26.49
20/4/17,22.27,26.65
21/4/17,22.33,26.57
24/4/17,22.57,26.81
25/4/17,22.62,26.78
26/4/17,22.41,26.49
27/4/17,22.4,26.21
28/4/17,22.46,26.26
1/5/17,22.68,26.22
2/5/17,22.66,26.22
3/5/17,22.16,26.13
4/5/17,22,25.81
5/5/17,22.1,26.29
8/5/17,21.96,26.32
9/5/17,21.69,26.13
10/5/17,21.88,26.37
11/5/17,21.85,26.15
12/5/17,21.75,26.11
15/5/17,21.9,26.37
16/5/17,22.01,26.34
17/5/17,21.45,25.8
18/5/17,21.5,25.81
19/5/17,21.69,26.28
22/5/17,21.85,26.43
23/5/17,21.85,26.39
24/5/17,21.88,26.41
25/5/17,21.81,26.31
26/5/17,21.67,26.38
30/5/17,21.56,26.29
31/5/17,21.49,26.16
1/6/17,21.45,26.35
2/6/17,21.72,26.34
5/6/17,21.73,26.35
6/6/17,21.49,26.49
7/6/17,21.49,26.18
8/6/17,21.59,26.3
9/6/17,21.57,26.51
12/6/17,21.55,26.58
13/6/17,22.02,26.75
14/6/17,22.23,26.42
15/6/17,22.06,26.32
16/6/17,22.16,26.55
19/6/17,22.24,26.63
20/6/17,21.37,26.1
21/6/17,21.16,25.98
22/6/17,21.21,26.26
23/6/17,21.36,26.36
26/6/17,21.38,26.43
27/6/17,21.31,26.54
28/6/17,21.76,26.97
29/6/17,21.8,26.79
30/6/17,21.68,26.76
3/7/17,21.58,26.94
5/7/17,21.68,26.76
6/7/17,21.48,26.65
7/7/17,21.48,26.76
10/7/17,21.53,26.9
11/7/17,21.58,26.88
12/7/17,21.67,27.29
13/7/17,21.9,27.33
14/7/17,22.26,27.55
17/7/17,22.18,27.43
18/7/17,22.25,27.54
19/7/17,22.65,27.79
20/7/17,22.71,27.86
21/7/17,22.39,27.8
24/7/17,22.4,27.82
25/7/17,22.64,27.94
26/7/17,22.88,27.98
27/7/17,22.76,27.77
28/7/17,22.62,27.9
31/7/17,22.7,27.9
1/8/17,22.78,27.83
2/8/17,22.71,27.9
3/8/17,22.53,27.77
4/8/17,22.55,27.77
7/8/17,22.6,27.74
8/8/17,22.5,27.7
9/8/17,22.44,27.55
10/8/17,22.18,27.17
11/8/17,22.24,27.21
14/8/17,22.34,27.3
15/8/17,22.28,27.21
16/8/17,22.79,27.41
17/8/17,22.5,27.22
18/8/17,22.61,27.27
21/8/17,22.59,27.31
22/8/17,22.73,27.4
23/8/17,22.62,27.58
24/8/17,22.58,27.64
25/8/17,22.7,27.72
28/8/17,22.65,27.62
29/8/17,22.49,27.65
30/8/17,22.38,27.53
31/8/17,22.65,27.87
1/9/17,22.82,28.11
5/9/17,22.68,27.89
6/9/17,22.76,28.21
7/9/17,22.89,28.38
8/9/17,22.81,28.28
11/9/17,23.01,28.48
12/9/17,23.16,28.5
13/9/17,22.97,28.49
14/9/17,22.97,28.6
15/9/17,22.9,28.59
18/9/17,22.83,28.49
19/9/17,22.98,28.64
20/9/17,22.93,28.69
21/9/17,22.55,28.83
22/9/17,22.71,28.81
25/9/17,22.64,28.84
26/9/17,22.47,28.81
27/9/17,22.39,28.83
28/9/17,22.35,28.94
29/9/17,22.44,28.94
2/10/17,22.54,28.96
3/10/17,22.44,29.08
4/10/17,22.32,29.11
5/10/17,22.22,28.99
6/10/17,22.22,28.95
9/10/17,22.23,28.96
10/10/17,22.41,29.11
11/10/17,22.47,29.28
12/10/17,22.63,29.18
13/10/17,22.96,29.26
16/10/17,22.99,29.17
17/10/17,23.07,29.16
18/10/17,23.07,29.28
19/10/17,23.11,29.33
20/10/17,23.11,29.1
23/10/17,22.97,29.03
24/10/17,23,29.04
25/10/17,22.69,28.72
26/10/17,22.69,28.65
27/10/17,22.8,28.83
30/10/17,22.76,28.92
31/10/17,22.7,28.79
1/11/17,22.81,28.89
2/11/17,22.98,28.97
3/11/17,22.85,29.11
6/11/17,22.94,29.33
7/11/17,22.9,29.27
8/11/17,23.12,29.35
9/11/17,23.17,29.41
10/11/17,23.17,29.32
13/11/17,23.01,29.2
14/11/17,22.75,29.01
15/11/17,22.68,28.9
16/11/17,22.83,29.02
17/11/17,22.63,29.05
20/11/17,22.68,29.04
21/11/17,22.82,29.18
22/11/17,22.94,29.39
24/11/17,22.93,29.41
27/11/17,22.83,29.16
28/11/17,22.96,29.07
29/11/17,22.83,28.86
30/11/17,22.77,28.94
1/12/17,22.85,29.37
4/12/17,22.7,29.21
5/12/17,22.66,29.13
6/12/17,22.6,28.91
7/12/17,22.59,29.04
8/12/17,22.66,29.14
11/12/17,22.71,29.16
12/12/17,22.83,29.2
13/12/17,23.17,29.28
14/12/17,23.11,29.19
15/12/17,23.14,29
18/12/17,23.3,29.19
19/12/17,22.7,28.79
20/12/17,22.7,28.91
21/12/17,22.86,29.15
22/12/17,22.97,29.17
26/12/17,22.97,29.26
