Date,x,y,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets
2010-08-17,21.61,26.46,-1.1854145034812928,0.8431925797692621,0.3024854198248295,False,True,0.0,False,False,0.0,0.0,0.0058959671630509115,0.0,1.007601623037237
2010-08-18,21.46,26.68,-1.1849544022954217,1.250878526740248,1.5438993155459317,False,False,0.0,False,False,0.0,0.0,0.007823696417146345,0.0,1.007601623037237
2010-08-19,21.04,26.31,-1.1851954685400745,1.3734873419168316,1.388304950677278,False,False,0.0,False,False,0.0,0.0,0.002392529926760673,0.0,1.007601623037237
2010-08-20,21.1,26.09,-1.1853347668474368,1.0794364195190838,0.3217588143308223,False,False,0.0,False,False,0.0,0.0,-0.005754357717300552,-0.0,1.007601623037237
2010-08-23,20.9,25.94,-1.1855577236400812,1.1618435759223082,0.5258378677288382,False,False,0.0,False,False,0.0,0.0,0.0016248058331257268,0.0,1.007601623037237
2010-08-24,20.41,25.43,-1.185938842310699,1.2249882284386366,0.5502552470904083,False,False,0.0,False,False,0.0,0.0,0.0012721796623509102,0.0,1.007601623037237
2010-08-25,20.36,25.57,-1.1867308747580831,1.4081593899254266,1.1317390164548136,False,False,0.0,False,False,0.0,0.0,0.0036831767986018095,0.0,1.007601623037237
2010-08-26,20.45,25.64,-1.1876683816604654,1.3521815950434828,0.7298791146382355,False,False,0.0,False,False,0.0,0.0,-0.0011211744608570088,-0.0,1.007601623037237
2010-08-27,21.17,26.32,-1.1883642332020599,1.1623291831123908,-0.7076564446434738,False,False,0.0,False,True,0.0,0.0,-0.0036880536535232986,-0.0,1.007601623037237
2010-08-30,21.02,26.21,-1.1890114367794384,1.2169795988962058,-0.10855755133559693,False,False,0.0,False,False,0.0,0.0,0.0010673279692429414,0.0,1.007601623037237
2010-08-31,21.06,26.1,-1.1893430230598703,1.052435934359135,-1.4337694872736841,False,False,0.0,False,False,0.0,0.0,-0.0032170381433200153,-0.0,1.007601623037237
2010-01-09,22.23,26.64,-1.1880483770307912,0.22968457860551084,-2.166892256796873,True,False,1.0,False,False,0.0,1.0,-0.015508887161523256,-0.0,1.007601623037237
2010-02-09,22.25,26.86,-1.1862131796244386,0.4667567533562398,-1.1366822628723887,False,False,1.0,False,False,0.0,1.0,0.004451788478923679,0.004451788478923679,1.0120534115161608
2010-03-09,22.42,27.23,-1.1844291453989335,0.6750985601559094,-0.48107084549379125,False,False,1.0,False,False,0.0,1.0,0.003873611389484282,0.003873611389484282,1.015927022905645
2010-07-09,22.22,27.01,-1.1827743359242433,0.7287542557633166,-0.1659323039217542,False,False,1.0,False,False,0.0,1.0,0.0010068388317458308,0.0010068388317458308,1.0169338617373909
2010-08-09,22.43,27.12,-1.1810226075623296,0.6296629123769506,-0.25257960882612673,False,False,1.0,False,False,0.0,1.0,-0.0018483626249991094,-0.0018483626249991094,1.0150854991123919
2010-09-09,22.75,27.19,-1.1787672956420083,0.37304402414431337,-0.8202801243317195,False,False,1.0,False,False,0.0,1.0,-0.0047515895609328744,-0.0047515895609328744,1.010333909551459
2010-10-09,22.7,27.24,-1.1765051704850809,0.5333326299886636,0.07816506860235627,False,True,0.0,False,False,0.0,0.0,0.0029712420369724974,0.0029712420369724974,1.0133051515884315
2010-09-13,23.23,27.61,-1.173902069524385,0.34025492494853893,-1.3003828074227302,False,False,0.0,False,True,0.0,0.0,-0.003518196099054012,-0.0,1.0133051515884315
2010-09-14,23.42,27.69,-1.17097798690022,0.2656955467968487,-1.328722369130804,False,False,0.0,False,False,0.0,0.0,-0.001352813555235876,-0.0,1.0133051515884315
2010-09-15,23.41,27.6,-1.16786824952119,0.26020427870894025,-1.01248929732771,False,False,0.0,False,False,0.0,0.0,-9.99506462631494e-05,-0.0,1.0133051515884315
